"","Customer_Age","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Exited","male","id"
"1272",44,3,"College","Single","Less than $40K","Blue",24,5,1,4,9297,1668,0.521,1264,31,0.632,0.179,0,0,1103
"1273",65,0,"Doctorate","Single","Less than $40K","Blue",52,3,3,4,3675,0,0.664,3798,53,0.472,0,0,1,4034
"1274",41,2,"Uneducated","Married","Unknown","Blue",32,2,5,3,5877,1713,0.791,15106,91,0.978,0.291,0,0,9180
"1275",54,5,"Graduate","Married","$60K - $80K","Blue",38,3,3,3,2290,1434,0.923,1119,18,3.5,0.626,0,1,270
"1276",43,3,"Unknown","Single","$40K - $60K","Blue",34,5,3,4,2656,1166,0.586,4171,80,0.818,0.439,0,0,4175
"1277",27,0,"Uneducated","Single","Less than $40K","Silver",19,3,3,3,10982,2517,0.84,13563,97,0.732,0.229,0,0,9828
"1278",58,0,"Graduate","Divorced","Unknown","Blue",36,4,2,2,9097,1656,0.813,4174,85,0.7,0.182,0,1,5229
"1279",42,3,"Unknown","Single","$60K - $80K","Blue",38,5,1,1,6318,1397,0.517,4166,86,0.755,0.221,0,1,6616
"1280",60,1,"Unknown","Single","Less than $40K","Blue",36,1,1,3,2347,1488,0.621,3977,83,0.886,0.634,0,0,7920
"1281",58,0,"Graduate","Single","$40K - $60K","Blue",39,4,3,2,5530,1233,0.859,5270,78,1,0.223,0,0,8058
"1282",47,3,"Uneducated","Divorced","$80K - $120K","Blue",34,5,1,3,1626,1013,0.826,5262,83,0.729,0.623,0,1,7531
"1283",36,1,"Graduate","Married","Less than $40K","Blue",25,5,1,2,2999,1247,0.962,2017,40,0.6,0.416,0,0,1104
"1284",52,3,"Graduate","Married","Less than $40K","Blue",40,2,2,1,9230,1518,0.774,14082,99,0.833,0.164,0,0,9289
"1285",46,2,"High School","Married","Unknown","Blue",39,3,1,2,12295,1292,0.537,4177,63,0.75,0.105,0,0,3790
"1286",39,2,"Unknown","Single","Less than $40K","Blue",25,4,2,1,1781,935,0.868,5093,77,0.974,0.525,0,0,7164
"1287",47,2,"Post-Graduate","Single","Unknown","Blue",31,3,2,3,1491,0,0.716,4634,92,0.804,0,0,0,7641
"1288",63,1,"Uneducated","Single","Less than $40K","Blue",56,3,1,2,6973,2517,0.781,4877,88,0.692,0.361,0,1,7774
"1289",49,4,"Graduate","Unknown","Less than $40K","Blue",36,6,4,2,3298,2200,0.678,1052,32,0.6,0.667,0,0,56
"1290",56,1,"Graduate","Single","$80K - $120K","Silver",49,5,2,2,34516,1091,0.64,15274,108,0.714,0.032,0,1,10111
"1291",52,2,"Uneducated","Single","$120K +","Blue",36,3,2,1,2507,1259,0.85,4461,73,0.921,0.502,0,1,7843
"1292",53,1,"Graduate","Single","Less than $40K","Blue",46,6,4,4,2266,0,0.565,3634,66,0.65,0,0,0,3921
"1293",38,1,"High School","Unknown","Less than $40K","Blue",30,2,3,0,1438.3,583,0.888,1259,24,1,0.405,0,0,299
"1294",26,1,"College","Single","Less than $40K","Blue",15,5,2,4,1438.3,737,0.806,2856,39,0.5,0.512,0,0,1893
"1295",47,3,"High School","Married","$80K - $120K","Blue",34,3,3,3,21359,0,0.551,2064,63,0.853,0,1,1,3840
"1296",44,2,"Graduate","Divorced","Less than $40K","Silver",25,2,2,2,13138,0,0.546,3881,77,0.791,0,0,0,8342
"1297",50,2,"Graduate","Married","Less than $40K","Blue",37,2,1,2,1438.3,491,0.73,5102,83,0.694,0.341,0,0,7827
"1298",55,3,"Post-Graduate","Married","$80K - $120K","Blue",36,6,1,0,6400,1979,0.696,4475,91,0.685,0.309,0,1,6690
"1299",40,4,"High School","Single","$40K - $60K","Blue",29,5,2,3,1554,412,0.568,2341,43,0.483,0.265,1,0,5482
"1300",45,3,"High School","Single","Less than $40K","Blue",36,6,2,3,2020,1103,0.942,4951,85,0.932,0.546,0,0,6411
"1301",46,3,"College","Married","$80K - $120K","Blue",41,4,3,1,18927,887,1.065,3101,54,1,0.047,0,1,4567
"1302",49,4,"Graduate","Married","Unknown","Blue",40,5,1,1,8162,1704,0.819,4334,80,0.739,0.209,0,0,4504
"1303",65,0,"Unknown","Single","Less than $40K","Blue",55,5,2,1,6352,1386,0.5,3709,77,0.604,0.218,0,0,5552
"1304",38,1,"High School","Single","$120K +","Blue",27,6,2,2,22487,889,0.528,4960,73,0.46,0.04,0,1,3303
"1305",50,2,"Graduate","Married","Less than $40K","Blue",37,3,2,4,1963,1357,0.689,1861,51,0.7,0.691,0,0,1432
"1306",48,3,"Graduate","Married","$40K - $60K","Blue",31,6,3,4,14899,0,0.381,1519,26,0.368,0,1,0,5108
"1307",43,5,"Unknown","Single","Less than $40K","Blue",26,6,0,3,3139,1089,1.034,4648,80,0.778,0.347,0,0,4703
"1308",43,3,"Graduate","Married","$80K - $120K","Blue",36,6,2,3,3946,1275,0.647,14822,96,0.811,0.323,0,1,10077
"1309",47,3,"Graduate","Unknown","$120K +","Blue",36,3,2,3,9397,795,0.749,5265,98,0.581,0.085,0,1,5803
"1310",61,0,"Unknown","Unknown","Unknown","Blue",36,4,2,2,1801,0,1.234,3193,62,1.48,0,0,0,1375
"1311",46,3,"High School","Single","$120K +","Blue",34,5,3,2,5155,868,0.882,3535,57,1.111,0.168,0,1,3608
"1312",48,1,"Graduate","Married","$40K - $60K","Blue",36,4,4,1,7268,0,0.691,4199,80,0.905,0,0,0,7596
"1313",53,3,"High School","Married","$60K - $80K","Blue",47,5,2,2,1438.3,0,0.776,2184,53,0.828,0,0,1,170
"1314",62,1,"Unknown","Single","Less than $40K","Blue",36,3,3,2,7075,1396,0.532,4409,75,0.531,0.197,0,0,3258
"1315",46,5,"Uneducated","Single","$60K - $80K","Blue",33,4,1,3,3135,0,0.572,4116,68,0.7,0,0,1,4751
"1316",45,1,"Uneducated","Divorced","$60K - $80K","Blue",39,4,2,0,21721,1247,0.657,3937,63,0.658,0.057,0,1,3690
"1317",51,3,"Graduate","Married","Unknown","Blue",37,6,1,1,4502,1785,1.014,4469,87,0.812,0.396,0,0,4894
"1318",49,3,"Unknown","Single","Less than $40K","Blue",44,4,2,4,1546,0,0.793,4496,83,0.66,0,0,0,5418
"1319",38,2,"High School","Divorced","$60K - $80K","Silver",25,1,2,3,26794,821,0.848,8788,58,0.933,0.031,1,1,10066
"1320",58,0,"Unknown","Single","$40K - $60K","Blue",45,3,1,3,3421,2517,0.992,992,21,0.4,0.736,1,1,1590
"1321",44,3,"Graduate","Married","$120K +","Blue",31,2,2,3,3977,1325,0.769,4076,62,0.632,0.333,0,1,7842
"1322",58,2,"Uneducated","Married","$40K - $60K","Blue",53,6,2,3,2019,1380,1.158,2005,62,0.59,0.684,0,0,745
"1323",53,4,"High School","Married","Less than $40K","Blue",36,6,1,3,2974,1170,1.297,1785,45,1.143,0.393,0,0,583
"1324",44,3,"College","Unknown","Less than $40K","Blue",25,6,3,2,3083,1040,0.729,4311,78,0.56,0.337,0,0,628
"1325",48,3,"Graduate","Married","$60K - $80K","Gold",37,5,1,2,34516,2429,0.742,3205,57,0.727,0.07,0,1,2542
"1326",62,1,"High School","Married","Less than $40K","Blue",48,5,3,1,3140,1985,1.346,1626,41,0.864,0.632,0,0,509
"1327",45,3,"Graduate","Married","$40K - $60K","Blue",36,3,3,1,2216,1992,0.789,4103,77,0.711,0.899,0,0,7098
"1328",52,3,"Graduate","Single","$60K - $80K","Blue",44,4,2,4,3323,2310,0.749,1599,47,0.808,0.695,0,1,1405
"1329",57,4,"Graduate","Married","$120K +","Blue",51,4,3,1,10711,1970,0.71,1180,29,1.417,0.184,0,1,2077
"1330",50,3,"Graduate","Single","Less than $40K","Blue",36,4,3,2,1438.3,1002,1.306,2004,25,0.667,0.697,0,0,3389
"1331",38,1,"College","Single","Less than $40K","Blue",33,6,2,3,3119,2517,0.722,2492,50,0.515,0.807,1,0,6522
"1332",49,4,"Graduate","Single","$40K - $60K","Blue",42,3,3,2,2822,1501,1.043,4344,68,1.194,0.532,0,1,4631
"1333",64,0,"Graduate","Married","Less than $40K","Blue",51,6,3,1,4920,1142,0.507,1420,31,0.348,0.232,0,0,841
"1334",50,2,"College","Divorced","Less than $40K","Blue",36,3,2,3,3462,1817,0.717,4635,65,0.711,0.525,0,0,5810
"1335",43,2,"High School","Single","Less than $40K","Blue",36,4,3,2,2325,1662,0.8,4471,83,0.804,0.715,0,0,5477
"1336",37,2,"Graduate","Single","Less than $40K","Blue",36,2,3,0,1610,0,0.889,2729,45,0.406,0,1,0,4074
"1337",45,4,"High School","Married","Unknown","Blue",39,4,3,2,24880,836,0.701,1208,25,1.083,0.034,0,0,947
"1338",30,0,"Unknown","Single","$40K - $60K","Blue",20,3,1,3,6607,2517,0.854,3046,73,0.78,0.381,0,1,3358
"1339",55,1,"High School","Married","$40K - $60K","Blue",46,2,4,3,4629,710,0.788,2877,49,0.581,0.153,1,0,8358
"1340",48,4,"High School","Single","$60K - $80K","Blue",42,5,4,2,2384,1596,0.831,3149,59,0.903,0.669,0,1,7200
"1341",46,4,"Graduate","Married","Unknown","Blue",39,4,3,3,3257,0,0.757,4042,85,0.848,0,0,0,6631
"1342",48,3,"High School","Divorced","$40K - $60K","Blue",40,3,1,3,2405,1410,0.866,4421,79,0.881,0.586,0,0,6125
"1343",56,1,"Uneducated","Married","Less than $40K","Blue",47,6,1,2,3022,1627,0.835,4390,82,0.783,0.538,0,0,5208
"1344",48,3,"Post-Graduate","Married","Less than $40K","Blue",36,2,2,1,2490,1582,0.76,7719,86,0.623,0.635,0,0,8607
"1345",65,0,"High School","Single","$40K - $60K","Blue",53,3,2,2,2507,1613,1.082,3325,67,0.675,0.643,0,1,3734
"1346",43,3,"Graduate","Unknown","$80K - $120K","Blue",30,3,1,4,3244,2260,0.711,2313,39,0.857,0.697,0,1,3878
"1347",36,4,"Graduate","Single","$80K - $120K","Blue",24,6,1,2,16335,892,0.673,2733,71,0.919,0.055,0,1,1599
"1348",40,3,"Graduate","Divorced","Less than $40K","Blue",29,5,2,2,3170,2517,1.301,2027,49,0.815,0.794,0,0,900
"1349",42,3,"High School","Married","Less than $40K","Blue",36,4,3,1,1676,1372,0.522,4381,77,0.571,0.819,0,0,2670
"1350",54,4,"Graduate","Married","Unknown","Blue",40,6,2,2,2532,2221,0.491,799,21,0.235,0.877,1,0,289
"1351",53,2,"College","Married","Less than $40K","Blue",44,3,3,3,1473,0,0.92,2836,48,0.6,0,1,0,7619
"1352",62,0,"College","Married","$40K - $60K","Blue",54,3,3,4,1438.3,0,0.795,1843,49,0.581,0,0,1,1306
"1353",47,5,"Graduate","Married","Less than $40K","Blue",42,5,1,2,3111,1541,0.656,4570,68,0.511,0.495,0,0,4564
"1354",38,3,"Uneducated","Married","Less than $40K","Blue",23,6,2,2,5645,0,1.05,1527,32,0.455,0,0,0,1283
"1355",59,1,"Doctorate","Single","$60K - $80K","Blue",53,3,2,2,9055,1560,0.696,1755,45,0.8,0.172,0,1,1806
"1356",37,3,"Doctorate","Married","Less than $40K","Blue",36,3,5,2,1438.3,0,0.861,4314,82,0.864,0,0,0,7076
"1357",50,2,"Unknown","Married","$60K - $80K","Blue",43,4,3,4,3143,0,0.764,2297,37,0.321,0,1,1,6548
"1358",39,0,"College","Married","Less than $40K","Blue",30,3,2,3,1978,871,0.636,4299,59,0.844,0.44,0,0,6207
"1359",48,4,"Unknown","Unknown","Less than $40K","Blue",29,6,3,4,3212,2517,0.785,4284,69,1.3,0.784,0,0,4559
"1360",57,2,"High School","Married","$60K - $80K","Blue",38,3,1,2,2736,1822,0.593,1211,25,0.923,0.666,0,1,585
"1361",38,1,"Graduate","Unknown","$80K - $120K","Blue",25,4,2,4,8138,0,0.596,4839,61,0.649,0,0,1,4893
"1362",54,2,"High School","Married","Unknown","Blue",47,2,3,3,1997,0,0.825,4961,82,0.783,0,0,0,8312
"1363",44,2,"Graduate","Married","Less than $40K","Blue",33,3,2,2,2417,0,0.389,1848,38,0.407,0,1,0,5521
"1364",50,4,"Unknown","Married","$40K - $60K","Blue",41,1,2,2,4268,1509,0.562,14351,112,0.867,0.354,0,0,9556
"1365",46,3,"High School","Married","$80K - $120K","Blue",27,4,2,3,4964,2316,0.793,3279,66,0.941,0.467,0,1,3927
"1366",47,3,"High School","Married","$80K - $120K","Blue",40,3,3,3,12945,1582,0.496,3369,59,0.788,0.122,0,1,3712
"1367",53,3,"High School","Married","Unknown","Blue",45,5,1,3,2495,1354,0.623,1311,31,0.476,0.543,0,0,1072
"1368",41,4,"Graduate","Single","Less than $40K","Blue",26,5,2,2,1783,1282,0.504,3853,76,0.617,0.719,0,0,6055
"1369",43,1,"High School","Divorced","Less than $40K","Silver",35,3,2,2,10514,1580,0.504,1229,27,0.8,0.15,0,0,206
"1370",50,3,"Post-Graduate","Married","$60K - $80K","Blue",45,6,4,3,2049,0,0.974,2703,54,1,0,1,1,8577
"1371",45,3,"College","Single","$80K - $120K","Silver",33,1,3,3,34516,0,1.492,2534,43,0.433,0,1,1,3473
"1372",54,2,"Graduate","Single","Less than $40K","Blue",36,3,1,2,2043,1597,0.814,3553,61,0.694,0.782,0,0,7118
"1373",48,3,"Graduate","Married","$80K - $120K","Blue",37,5,2,1,34516,1416,0.491,4026,65,0.512,0.041,0,1,3832
"1374",50,2,"Unknown","Divorced","$80K - $120K","Blue",36,4,3,1,20614,0,0.926,1922,48,0.6,0,0,1,933
"1375",62,0,"High School","Single","Less than $40K","Blue",36,6,2,1,3749,1980,0.706,5083,69,0.643,0.528,0,0,7697
"1376",33,3,"Uneducated","Married","Less than $40K","Blue",16,6,1,4,2042,1864,1.318,2758,50,0.852,0.913,0,0,1790
"1377",57,3,"High School","Single","Less than $40K","Blue",36,4,3,3,2347,1900,0.845,2447,47,0.621,0.81,1,0,8084
"1378",42,4,"Graduate","Single","Less than $40K","Blue",34,3,2,3,1853,0,0.846,4544,72,0.565,0,0,0,4659
"1379",60,0,"Graduate","Unknown","Less than $40K","Blue",36,4,3,1,3828,0,0.599,4470,58,0.812,0,0,0,5171
"1380",42,2,"Graduate","Married","Less than $40K","Blue",37,4,2,1,2250,1788,0.523,4908,71,1.152,0.795,0,0,5051
"1381",37,1,"Graduate","Married","$40K - $60K","Blue",30,5,3,4,6469,2351,1.018,1717,50,0.667,0.363,0,0,1146
"1382",35,1,"High School","Married","Unknown","Blue",23,3,3,1,1438.3,0,0.751,3995,82,0.608,0,0,0,5512
"1383",48,5,"Graduate","Married","$80K - $120K","Blue",42,6,3,3,12882,1402,0.783,4407,84,0.647,0.109,0,1,5635
"1384",61,1,"Graduate","Unknown","$40K - $60K","Silver",48,2,3,3,15698,2000,0.749,12980,82,0.64,0.127,0,0,9316
"1385",60,0,"Unknown","Single","$40K - $60K","Blue",36,6,3,2,4115,1231,0.745,3627,61,1.179,0.299,0,0,6380
"1386",56,0,"High School","Married","Unknown","Blue",48,4,1,2,4203,1965,0.441,1425,32,0.778,0.468,0,0,2594
"1387",41,2,"Doctorate","Married","Unknown","Silver",28,1,3,3,32250,1289,0.703,15785,100,0.786,0.04,0,0,9589
"1388",35,2,"Uneducated","Married","Less than $40K","Blue",36,4,3,3,3131,629,0.749,1483,31,0.632,0.201,0,1,904
"1389",40,3,"High School","Married","$40K - $60K","Silver",34,2,2,2,19000,1568,0.688,8443,97,0.865,0.083,0,0,9087
"1390",65,0,"Doctorate","Single","Unknown","Blue",56,3,2,2,28410,1608,0.913,2278,77,1.139,0.057,0,1,2334
"1391",55,0,"Graduate","Single","Unknown","Blue",44,6,1,3,18202,1841,0.76,3551,68,0.7,0.101,0,0,5701
"1392",36,2,"Post-Graduate","Single","Less than $40K","Blue",26,1,2,3,1821,1486,0.827,2824,43,0.387,0.816,1,0,7967
"1393",37,1,"High School","Single","Unknown","Blue",28,4,3,2,2458,642,0.666,4627,90,0.698,0.261,0,0,5336
"1394",50,4,"Unknown","Married","$40K - $60K","Blue",35,6,1,5,12914,1227,0.392,2082,54,0.459,0.095,1,1,4773
"1395",32,1,"High School","Married","$40K - $60K","Blue",19,2,3,1,12024,0,0.823,14551,105,0.78,0,0,1,9578
"1396",45,2,"High School","Single","Unknown","Blue",34,4,3,2,3024,1835,0.793,14220,108,0.662,0.607,0,0,9882
"1397",46,3,"Graduate","Single","$40K - $60K","Blue",41,4,5,3,3492,1546,1.135,3043,53,1.038,0.443,0,0,6810
"1398",35,2,"Unknown","Single","Less than $40K","Blue",20,6,1,2,2691,1935,0.681,4365,86,0.911,0.719,0,0,7651
"1399",48,5,"Graduate","Single","Less than $40K","Blue",38,5,3,2,1605,1300,0.95,4495,67,0.718,0.81,0,0,5652
"1400",53,4,"Uneducated","Single","$60K - $80K","Blue",43,1,3,2,13720,0,0.671,1830,36,0.241,0,1,1,3219
"1401",47,4,"Graduate","Single","$80K - $120K","Blue",36,6,3,2,21637,2030,0.776,1222,23,0.438,0.094,0,1,308
"1402",38,4,"Uneducated","Married","$80K - $120K","Blue",25,5,2,4,5768,0,0.924,9867,78,0.902,0,1,1,9976
"1403",53,1,"High School","Married","Less than $40K","Blue",41,1,2,3,3472,2517,0.75,4520,84,0.68,0.725,0,0,8165
"1404",56,2,"Unknown","Married","$60K - $80K","Blue",41,3,2,2,5887,659,0.65,1193,26,0.3,0.112,0,1,1741
"1405",36,2,"Doctorate","Single","$40K - $60K","Blue",26,4,3,2,2845,2517,0.686,2396,51,0.5,0.885,0,1,2743
"1406",61,0,"Graduate","Married","Unknown","Blue",36,6,2,3,2035,1883,0.955,4802,85,0.604,0.925,0,0,5386
"1407",56,4,"High School","Married","$60K - $80K","Blue",46,3,3,3,2340,1930,0.987,781,15,0.364,0.825,1,1,690
"1408",51,4,"Uneducated","Divorced","Less than $40K","Blue",40,5,4,3,1562,1057,0.807,5019,78,0.696,0.677,0,0,7193
"1409",51,2,"Graduate","Married","Less than $40K","Blue",47,2,2,1,5118,980,0.786,14593,109,0.627,0.191,0,0,9418
"1410",46,3,"Graduate","Divorced","Unknown","Blue",36,1,3,2,3515,0,0.876,15079,116,0.841,0,0,0,9265
"1411",53,2,"Graduate","Married","$40K - $60K","Blue",36,4,3,1,1438.3,582,0.611,4915,92,0.769,0.405,0,0,6128
"1412",46,3,"Graduate","Divorced","$80K - $120K","Blue",36,5,1,1,3210,2081,0.615,3962,62,0.938,0.648,0,1,6319
"1413",46,4,"Graduate","Single","$40K - $60K","Blue",36,5,3,4,5913,1651,0.79,2404,39,0.56,0.279,1,0,6465
"1414",42,3,"Doctorate","Single","$60K - $80K","Blue",36,6,1,3,11535,1527,0.664,3730,67,0.718,0.132,0,1,6091
"1415",38,2,"High School","Single","$60K - $80K","Blue",32,1,1,2,1438.3,1309,0.842,5066,76,0.9,0.91,0,1,8130
"1416",44,2,"College","Unknown","Unknown","Blue",37,4,3,3,5589,1336,0.944,4262,75,1.027,0.239,0,0,7214
"1417",54,1,"Uneducated","Single","$40K - $60K","Blue",43,1,3,2,9525,2517,0.669,4804,79,0.881,0.264,0,0,8350
"1418",50,1,"Graduate","Married","$60K - $80K","Silver",37,1,1,1,6224,777,0.743,13503,112,0.623,0.125,0,1,9423
"1419",39,2,"Uneducated","Married","$60K - $80K","Blue",28,6,3,5,3257,2517,0.539,1534,35,0.591,0.773,0,1,2059
"1420",45,4,"High School","Married","$80K - $120K","Blue",40,6,2,3,6366,1344,0.492,3258,58,0.758,0.211,0,1,3822
"1421",46,4,"Graduate","Single","$120K +","Blue",34,4,1,2,34516,0,0.991,4143,68,0.659,0,0,1,2944
"1422",53,1,"High School","Married","Less than $40K","Blue",48,6,3,2,2324,1576,0.728,1272,37,1.312,0.678,0,0,385
"1423",59,0,"High School","Married","Less than $40K","Blue",47,6,3,4,1479,787,0.865,2139,70,0.556,0.532,0,1,1473
"1424",48,5,"Uneducated","Married","Less than $40K","Blue",30,3,2,3,2364,1619,0.585,3230,65,0.711,0.685,0,0,3240
"1425",46,2,"High School","Married","$60K - $80K","Gold",38,5,3,6,34516,2517,0.956,9314,89,0.978,0.073,1,1,9796
"1426",49,5,"College","Married","$60K - $80K","Gold",35,1,2,2,34516,1064,0.796,8095,81,0.62,0.031,0,1,8888
"1427",45,2,"Graduate","Married","$80K - $120K","Blue",36,4,3,3,24844,1273,0.437,6549,75,0.974,0.051,1,1,9544
"1428",37,2,"Graduate","Single","$60K - $80K","Blue",23,6,1,2,5663,1149,0.767,2553,61,0.794,0.203,0,1,2114
"1429",49,1,"High School","Married","$80K - $120K","Silver",37,4,3,2,34516,2386,0.698,3924,65,0.512,0.069,0,1,4083
"1430",51,4,"College","Married","$120K +","Silver",31,5,2,1,34516,1254,0.869,1366,25,0.786,0.036,0,1,409
"1431",59,1,"Graduate","Single","$40K - $60K","Blue",53,4,3,2,2136,1502,0.648,1908,37,0.37,0.703,0,1,3261
"1432",48,4,"College","Married","$80K - $120K","Blue",36,3,3,2,26443,1601,0.493,1593,36,0.333,0.061,0,1,542
"1433",48,3,"Doctorate","Married","$80K - $120K","Blue",41,3,3,4,8739,0,0.715,4276,69,0.769,0,0,1,3199
"1434",46,3,"High School","Married","$120K +","Blue",35,2,2,3,4916,1122,0.659,4813,87,0.706,0.228,0,1,7874
"1435",63,0,"Unknown","Single","Less than $40K","Blue",36,6,1,1,4847,1856,0.61,4712,76,0.81,0.383,0,0,7428
"1436",35,3,"Doctorate","Single","Less than $40K","Blue",27,2,2,3,1438.3,0,0.62,5020,94,0.843,0,0,0,8279
"1437",37,3,"Uneducated","Unknown","$60K - $80K","Blue",26,6,2,1,14485,2124,0.527,3895,87,0.776,0.147,0,1,6322
"1438",49,3,"Uneducated","Married","$80K - $120K","Blue",40,5,4,3,2509,450,0.654,2239,47,0.621,0.179,1,1,6160
"1439",46,3,"College","Single","Less than $40K","Blue",41,1,3,2,2485,861,0.566,4728,81,0.761,0.346,0,0,7961
"1440",43,3,"Unknown","Single","$40K - $60K","Blue",38,6,1,1,2615,0,0.589,1395,34,0.259,0,0,1,896
"1441",49,3,"Uneducated","Married","$40K - $60K","Blue",40,6,2,3,8900,1700,0.906,4710,70,0.556,0.191,0,0,4395
"1442",32,2,"High School","Single","Less than $40K","Silver",23,4,2,2,14143,1472,0.777,13785,117,0.648,0.104,0,0,9948
"1443",43,0,"High School","Single","$80K - $120K","Blue",36,2,2,2,11247,0,0.63,4894,85,0.977,0,0,1,8154
"1444",40,3,"High School","Married","Less than $40K","Blue",32,5,1,3,2046,1694,0.853,3432,49,0.96,0.828,0,0,2225
"1445",47,4,"Uneducated","Unknown","Unknown","Blue",36,3,3,3,18873,0,0.636,2021,38,0.52,0,1,1,3595
"1446",40,4,"Unknown","Single","$60K - $80K","Blue",30,4,3,6,18975,0,1.028,4803,65,0.548,0,1,1,8929
"1447",37,3,"Doctorate","Single","$80K - $120K","Blue",36,5,2,4,12830,0,0.774,2526,54,0.588,0,0,1,1424
"1448",37,3,"Graduate","Single","Less than $40K","Blue",31,3,3,4,2005,1517,0.729,2439,61,0.848,0.757,0,0,1981
"1449",36,2,"College","Single","$60K - $80K","Blue",25,5,3,2,1438.3,0,0.579,2882,68,0.619,0,0,1,2970
"1450",48,2,"Unknown","Married","Unknown","Blue",38,6,2,3,4382,0,0.714,2446,34,0.417,0,1,0,6672
"1451",34,2,"Graduate","Single","Less than $40K","Blue",27,4,1,1,1901,1176,0.612,2450,52,0.857,0.619,0,0,2608
"1452",50,2,"Unknown","Single","$60K - $80K","Blue",36,3,1,1,8074,0,0.528,4347,66,0.535,0,0,1,8063
"1453",31,2,"Graduate","Single","$40K - $60K","Blue",36,3,2,4,6269,1169,0.743,2221,57,0.727,0.186,0,1,2017
"1454",52,3,"Graduate","Married","Less than $40K","Blue",46,6,5,3,2814,2162,0.588,4271,88,0.833,0.768,0,0,6777
"1455",51,3,"College","Single","$40K - $60K","Blue",45,4,3,0,3272,1896,0.725,4220,74,0.897,0.579,0,1,5464
"1456",49,3,"Graduate","Married","$80K - $120K","Blue",40,4,2,3,4576,193,0.85,3100,54,0.742,0.042,1,1,7492
"1457",38,2,"Graduate","Single","Unknown","Blue",31,2,3,2,14041,2154,1.084,1467,29,1.417,0.153,0,0,316
"1458",44,4,"College","Single","$40K - $60K","Silver",39,2,1,3,17077,2179,0.738,7391,75,0.705,0.128,0,0,8650
"1459",54,2,"College","Married","Less than $40K","Blue",48,3,2,2,2473,1745,0.769,4823,72,0.8,0.706,0,0,6984
"1460",41,2,"Graduate","Married","Less than $40K","Silver",33,4,2,0,12301,2250,0.484,1307,29,0.261,0.183,0,0,381
"1461",26,0,"Graduate","Single","Less than $40K","Blue",13,5,2,4,2469,2410,0.544,1027,20,0.176,0.976,1,1,2266
"1462",41,3,"Graduate","Married","$120K +","Blue",32,2,3,1,27169,0,0.781,3906,87,0.977,0,0,1,8287
"1463",54,4,"Graduate","Single","$80K - $120K","Blue",43,3,4,3,8208,1256,0.814,4824,83,0.627,0.153,0,1,6893
"1464",54,3,"Post-Graduate","Single","$80K - $120K","Silver",42,3,1,2,34516,2488,0.552,4401,87,0.776,0.072,0,1,6107
"1465",43,4,"College","Unknown","Less than $40K","Blue",33,5,4,3,1884,1216,0.945,4591,85,0.735,0.645,0,0,6758
"1466",37,3,"Uneducated","Single","Less than $40K","Blue",29,4,4,2,7038,1801,0.751,2339,57,0.966,0.256,0,0,78
"1467",43,4,"Graduate","Single","Less than $40K","Blue",32,6,3,4,4341,0,0.613,3825,63,0.537,0,0,0,2911
"1468",61,1,"Uneducated","Single","$60K - $80K","Blue",46,5,3,2,2201,1138,0.675,1199,32,0.6,0.517,0,1,470
"1469",27,0,"High School","Divorced","$60K - $80K","Blue",36,2,3,2,13303,2517,0.929,10219,85,0.809,0.189,1,1,10114
"1470",52,2,"Graduate","Married","Less than $40K","Blue",36,3,1,3,4950,1829,0.671,4529,73,0.872,0.369,0,0,3519
"1471",46,3,"High School","Single","$80K - $120K","Gold",42,3,2,2,34516,2113,0.618,1362,31,1.214,0.061,0,1,524
"1472",42,3,"College","Single","$40K - $60K","Blue",35,2,3,3,6330,1573,0.899,3029,52,0.733,0.248,0,0,8520
"1473",55,2,"Doctorate","Married","$60K - $80K","Blue",36,3,4,3,16427,1682,0.631,1579,36,1.118,0.102,0,1,293
"1474",48,4,"Unknown","Married","$80K - $120K","Blue",36,2,3,2,22917,0,0.574,2045,45,0.5,0,1,1,3656
"1475",44,4,"Post-Graduate","Unknown","Less than $40K","Blue",36,3,1,1,7317,1540,0.616,4100,76,0.81,0.21,0,0,7788
"1476",38,2,"Graduate","Single","$60K - $80K","Blue",25,1,1,1,11474,0,0.628,13041,98,0.661,0,0,1,9449
"1477",42,4,"Unknown","Single","Less than $40K","Blue",30,3,2,1,1446,621,0.826,4860,68,0.7,0.429,0,0,7103
"1478",58,0,"High School","Married","Less than $40K","Blue",36,3,2,2,7418,396,0.826,911,26,1,0.053,1,0,1295
"1479",44,3,"Graduate","Single","$60K - $80K","Blue",37,5,2,3,1682,930,0.903,3309,67,1.03,0.553,0,1,4644
"1480",44,3,"Post-Graduate","Married","$120K +","Blue",35,3,4,1,27391,587,0.821,2862,56,1.24,0.021,0,1,3935
"1481",58,3,"Graduate","Married","$80K - $120K","Blue",54,4,3,3,18713,1022,0.682,1524,42,0.615,0.055,0,1,1433
"1482",26,0,"Uneducated","Single","Less than $40K","Blue",20,4,3,4,1438.3,0,0.764,2731,39,0.5,0,0,0,1747
"1483",42,1,"College","Married","Unknown","Blue",33,4,4,3,3119,1328,0.967,4659,82,0.673,0.426,0,0,6782
